timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2026/04/23 06:01:14.192, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:15.192, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:16.193, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:17.193, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:18.193, 100 %, 96 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:19.193, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:20.194, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:21.194, 100 %, 96 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:22.195, 100 %, 96 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:23.195, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:24.196, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:25.196, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:26.196, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:27.196, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:28.196, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:29.197, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:30.197, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:31.197, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:32.198, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:33.198, 100 %, 95 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:34.205, 100 %, 97 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:35.205, 100 %, 99 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:36.205, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:37.206, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:38.206, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:39.206, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:40.206, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:41.206, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:42.207, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:43.208, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:44.208, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:45.208, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:46.209, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:47.209, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:48.209, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:49.209, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:50.209, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:51.210, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:52.211, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:53.211, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:54.211, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:55.212, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:56.212, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:57.212, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:58.212, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:01:59.213, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:00.213, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:01.213, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:02.215, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:03.215, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:04.215, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:05.215, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:06.215, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:07.217, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:08.217, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:09.217, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:10.219, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:11.220, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:12.220, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:13.221, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:14.221, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:15.221, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:16.221, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:17.222, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:18.222, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:19.222, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:20.222, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:21.222, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:22.223, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:23.223, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:24.223, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:25.223, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:26.223, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:27.225, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:28.226, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:29.226, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:30.226, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:31.226, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:32.228, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:33.228, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:34.229, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:35.229, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:36.230, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:37.235, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:38.236, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:39.236, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:40.238, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:41.238, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:42.240, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:43.240, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:44.241, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:45.241, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:46.242, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:47.242, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:48.244, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:49.244, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:50.245, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:51.246, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:52.247, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:53.247, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:54.248, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:55.248, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:56.249, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:57.250, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:58.251, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:02:59.251, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:00.251, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:01.253, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:02.253, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:03.253, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:04.254, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:05.254, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:06.256, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:07.256, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:08.257, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:09.257, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:10.257, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:11.258, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:12.258, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:13.260, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:14.261, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:15.261, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:16.264, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:17.264, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:18.266, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:19.266, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:20.267, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:21.267, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:22.268, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:23.268, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:24.268, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:25.269, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:26.270, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:27.271, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:28.272, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:29.274, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:30.274, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:31.274, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:32.274, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:33.274, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:34.276, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:35.276, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:36.277, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:37.277, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:38.279, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:39.279, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:40.279, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:41.279, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:42.281, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:43.281, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:44.282, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:45.282, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:46.283, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:47.284, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:48.286, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:49.286, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:50.382, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:51.383, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:52.383, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:53.384, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:54.384, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:55.384, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:56.384, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:57.385, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:58.385, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:03:59.385, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:00.385, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:01.386, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:02.386, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:03.386, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:04.386, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:05.386, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:06.387, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:07.387, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:08.387, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:09.387, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:10.387, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:11.387, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:12.388, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:13.388, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:14.388, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:15.388, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:16.389, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:17.389, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:18.389, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:19.389, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:20.392, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:21.392, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:22.392, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:23.393, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:24.393, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:25.393, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:26.394, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:27.394, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:28.394, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:29.394, 0 %, 0 %, 21436 MiB, 24576 MiB
2026/04/23 06:04:30.394, 0 %, 0 %, 21436 MiB, 24576 MiB
